卷號,上,右,左,下,
100008325883_#2.jpg _P4,1465.00034129689,2147.00838377497,2146.00093196625,1461,
100008335878_#2.jpg _P4,1466,2147.01141124122,2145.00093240073,1461.00136892475,
100008345873_#2.jpg _P4,1467.00136332588,2145.01888103578,2146.00372786256,1462.00034199722,
100008355868_#2.jpg _P4,1466.00136425585,2146.01887223761,2147.00209594681,1460.00034246571,
100008365863_#2.jpg _P4,1467.00136332588,2146.02329903475,2146.0058247824,1462.00136798842,
100009015801_#2.jpg _P4,1467.00034083159,2145.01142188101,2145.00372960049,1464.00034153001,
100009025893_#2.jpg _P4,1463,2145.00372960049,2145.00372960049,1463,
100009035888_#2.jpg _P4,1466,2146.01141655864,2145.00372960049,1463.00034176346,
100009045883_#2.jpg _P4,1467.00034083159,2146.01491141138,2146.00372786256,1463.00034176346,
100009055878_#2.jpg _P4,1466,2146.00372786256,2146.00093196625,1464,
100009065873_#2.jpg _P4,1466.00136425585,2145.01142188101,2146.00209692349,1462.00034199722,
100009075868_#2.jpg _P4,1465.00034129689,2145.01142188101,2146.00372786256,1462,
100009085863_#2.jpg _P4,1467,2146.00838768165,2145.00209790107,1464.00034153001,
100009095858_#2.jpg _P4,1467.00136332588,2147.01886344764,2145.00372960049,1462.00547194598,
100009105896_#2.jpg _P4,1467.00306748146,2145.02330989665,2146.0058247824,1462.00136798842,
100009115891_#2.jpg _P4,1467.00034083159,2145.01491836304,2145.00209790107,1462.00034199722,
100009125886_#2.jpg _P4,1468.00034059942,2145.01888103578,2145.00093240073,1461.00034223131,
100009135881_#2.jpg _P4,1467,2145.01491836304,2145.00209790107,1462,
100009145876_#2.jpg _P4,1466,2146.01491141138,2145.00372960049,1462.00034199722,
100009155871_#2.jpg _P4,1467.00034083159,2146.01887223761,2146.00372786256,1462.00034199722,
