卷號,上,右,左,下,卷號,上寬,右高,左高,下寬,上寬-下寬,右高-左高,,列標籤,計數 - 上寬-下寬
10000229.jpg _P1,1081,1511.000331,1512.001323,1080.000463,10000229.jpg _P1,1081,1511,1512,1080,1,-1,,,
10000230.jpg _P1,1080,1511.000331,1512.000331,1080.000463,10000230.jpg _P1,1080,1511,1512,1080,0,-1,,,
10000231.jpg _P1,1081,1510.000331,1512.001323,1080.001852,10000231.jpg _P1,1081,1510,1512,1080,1,-2,,,
10000232.jpg _P1,1080.001852,1511.000331,1512.000331,1080.000463,10000232.jpg _P1,1080,1511,1512,1080,0,-1,,,
10000233.jpg _P1,1080.000463,1511,1512,1080,10000233.jpg _P1,1080,1511,1512,1080,0,-1,,,
10000234.jpg _P1,1080.000463,1511.000331,1512.000331,1080,10000234.jpg _P1,1080,1511,1512,1080,0,-1,,,
10000235.jpg _P1,1081,1511,1511.000331,1080,10000235.jpg _P1,1081,1511,1511,1080,1,0,,,
10000236.jpg _P1,1079.000463,1510.000331,1512,1080.000463,10000236.jpg _P1,1079,1510,1512,1080,-1,-2,,,
10000237.jpg _P1,1080.000463,1511,1511,1080.000463,10000237.jpg _P1,1080,1511,1511,1080,0,0,,,
10000238.jpg _P1,1080.000463,1511,1511,1080.000463,10000238.jpg _P1,1080,1511,1511,1080,0,0,,,
10000239.jpg _P1,1081.000463,1510,1512.000331,1080.000463,10000239.jpg _P1,1081,1510,1512,1080,1,-2,,,
10000240.jpg _P1,1081,1512,1512.001323,1079,10000240.jpg _P1,1081,1512,1512,1079,2,0,,,
10000241.jpg _P1,1081,1510,1511.000331,1080.000463,10000241.jpg _P1,1081,1510,1511,1080,1,-1,,,
10000242.jpg _P1,1080.000463,1510,1511,1080,10000242.jpg _P1,1080,1510,1511,1080,0,-1,,,
10000243.jpg _P1,1080.000463,1511,1511,1080.000463,10000243.jpg _P1,1080,1511,1511,1080,0,0,,,
10000244.jpg _P1,1080.000463,1509.000331,1513.00033,1080.004167,10000244.jpg _P1,1080,1509,1513,1080,0,-4,,,
10000245.jpg _P1,1081.000463,1508,1510.000331,1080.000463,10000245.jpg _P1,1081,1508,1510,1080,1,-2,,,
10000246.jpg _P1,1080.000463,1509,1510,1080,10000246.jpg _P1,1080,1509,1510,1080,0,-1,,,
10000247.jpg _P1,1081.00185,1511.002978,1511.005294,1080.001852,10000247.jpg _P1,1081,1511,1511,1080,1,0,,,
10000248.jpg _P1,1080,1512.000331,1512.000331,1080,10000248.jpg _P1,1080,1512,1512,1080,0,0,,,
10000249.jpg _P1,1080.000463,1510.000331,1511,1081,10000249.jpg _P1,1080,1510,1511,1081,-1,-1,,,
10000250.jpg _P1,1080,1511.001324,1512.000331,1081.000463,10000250.jpg _P1,1080,1511,1512,1081,-1,-1,,,
10000251.jpg _P1,1078.001855,1500.000333,1501.000333,1078.000464,10000251.jpg _P1,1078,1500,1501,1078,0,-1,,,
10000252.jpg _P1,1078,1499.001334,1502.001332,1078.004174,10000252.jpg _P1,1078,1499,1502,1078,0,-3,,,
10000253.jpg _P1,1078.000464,1499,1502,1078.001855,10000253.jpg _P1,1078,1499,1502,1078,0,-3,,,
10000254.jpg _P1,1079,1499,1502.000333,1078.004174,10000254.jpg _P1,1079,1499,1502,1078,1,-3,,,
10000255.jpg _P1,1078.004174,1499.005337,1502.002996,1077,10000255.jpg _P1,1078,1499,1502,1077,1,-3,,,
10000256.jpg _P1,1079,1499,1500.001333,1077.000464,10000256.jpg _P1,1079,1499,1500,1077,2,-1,,,
10000257.jpg _P1,1078,1500,1502.000333,1077.001857,10000257.jpg _P1,1078,1500,1502,1077,1,-2,,,
10000258.jpg _P1,1079,1499,1502.001332,1077.004178,10000258.jpg _P1,1079,1499,1502,1077,2,-3,,,
10000259.jpg _P1,1078,1500,1501.000333,1077.000464,10000259.jpg _P1,1078,1500,1501,1077,1,-1,,,
10000260.jpg _P1,1079,1499,1501.001332,1077.001857,10000260.jpg _P1,1079,1499,1501,1077,2,-2,,,
10000261.jpg _P1,1078.000464,1500.001333,1501.001332,1078.001855,10000261.jpg _P1,1078,1500,1501,1078,0,-1,,,
10000262.jpg _P1,1079.001854,1499.000334,1502,1078.000464,10000262.jpg _P1,1079,1499,1502,1078,1,-3,,,
10000263.jpg _P1,1078,1500,1502.000333,1077.001857,10000263.jpg _P1,1078,1500,1502,1077,1,-2,,,
10000264.jpg _P1,1078.000464,1500.000333,1501.000333,1078,10000264.jpg _P1,1078,1500,1501,1078,0,-1,,,
10000265.jpg _P1,1078.001855,1500.000333,1502.000333,1078,10000265.jpg _P1,1078,1500,1502,1078,0,-2,,,
10000266.jpg _P1,1078,1499,1502,1078.004174,10000266.jpg _P1,1078,1499,1502,1078,0,-3,,,
10000267.jpg _P1,1078.004174,1499.003002,1501.002998,1078.000464,10000267.jpg _P1,1078,1499,1501,1078,0,-2,,,
10000268.jpg _P1,1079.001854,1500.001333,1502.000333,1078,10000268.jpg _P1,1079,1500,1502,1078,1,-2,,,
10000269.jpg _P1,1078.000464,1500.000333,1502.000333,1078.000464,10000269.jpg _P1,1078,1500,1502,1078,0,-2,,,
10000270.jpg _P1,1079,1500,1500.000333,1078,10000270.jpg _P1,1079,1500,1500,1078,1,0,,,
10000271.jpg _P1,1078.000464,1500,1501,1078,10000271.jpg _P1,1078,1500,1501,1078,0,-1,,,
10000272.jpg _P1,1079.000463,1500,1501.000333,1078,10000272.jpg _P1,1079,1500,1501,1078,1,-1,,,
10000273.jpg _P1,1079.000463,1499.000334,1502.000333,1077.001857,10000273.jpg _P1,1079,1499,1502,1077,2,-3,,,
10000274.jpg _P1,1079.001854,1500.003,1501.000333,1077.000464,10000274.jpg _P1,1079,1500,1501,1077,2,-1,,,
10000275.jpg _P1,1079.007414,1499.008339,1501.00533,1078.001855,10000275.jpg _P1,1079,1499,1501,1078,1,-2,,,
10000276.jpg _P1,1079,1500,1500.000333,1078,10000276.jpg _P1,1079,1500,1500,1078,1,0,,,
10000277.jpg _P1,1078,1500,1501,1078.000464,10000277.jpg _P1,1078,1500,1501,1078,0,-1,,,
10000278.jpg _P1,1079,1501,1500.000333,1078.000464,10000278.jpg _P1,1079,1501,1500,1078,1,1,,,
10000279.jpg _P1,1078,1500.000333,1501.000333,1078.000464,10000279.jpg _P1,1078,1500,1501,1078,0,-1,,,
10000280.jpg _P1,1079.001854,1499.000334,1502,1078.000464,10000280.jpg _P1,1079,1499,1502,1078,1,-3,,,
10000281.jpg _P1,1079,1500.000333,1501.001332,1078.000464,10000281.jpg _P1,1079,1500,1501,1078,1,-1,,,
10000282.jpg _P1,1080.000463,1500,1502.000333,1079.000463,10000282.jpg _P1,1080,1500,1502,1079,1,-2,,,
10000283.jpg _P1,1079,1500.000333,1502.000333,1079.001854,10000283.jpg _P1,1079,1500,1502,1079,0,-2,,,
10000284.jpg _P1,1079,1499.000334,1502.001332,1078.004174,10000284.jpg _P1,1079,1499,1502,1078,1,-3,,,
10000285.jpg _P1,1078.000464,1499.000334,1501.001332,1077.000464,10000285.jpg _P1,1078,1499,1501,1077,1,-2,,,
10000286.jpg _P1,1079,1500,1502.000333,1078.001855,10000286.jpg _P1,1079,1500,1502,1078,1,-2,,,
10000287.jpg _P1,1079.001854,1499.003002,1501.001332,1078,10000287.jpg _P1,1079,1499,1501,1078,1,-2,,,
10000288.jpg _P1,1078,1499.000334,1501.000333,1078.001855,10000288.jpg _P1,1078,1499,1501,1078,0,-2,,,
10000289.jpg _P1,1078.000464,1499.001334,1501.001332,1078.004174,10000289.jpg _P1,1078,1499,1501,1078,0,-2,,,
10000290.jpg _P1,1078.000464,1501.001332,1501.001332,1078.000464,10000290.jpg _P1,1078,1501,1501,1078,0,0,,,
10000291.jpg _P1,1078,1499.003002,1501.001332,1079.001854,10000291.jpg _P1,1078,1499,1501,1079,-1,-2,,,
10000292.jpg _P1,1079.000463,1499.000334,1503,1078.004174,10000292.jpg _P1,1079,1499,1503,1078,1,-4,,,
10000293.jpg _P1,1078,1499,1501,1078.001855,10000293.jpg _P1,1078,1499,1501,1078,0,-2,,,
10000294.jpg _P1,1078.000464,1500,1502.000333,1079.000463,10000294.jpg _P1,1078,1500,1502,1079,-1,-2,,,
10000295.jpg _P1,1079.001854,1499.003002,1500.000333,1077.000464,10000295.jpg _P1,1079,1499,1500,1077,2,-1,,,
10000296.jpg _P1,1079,1500.000333,1501.001332,1078.000464,10000296.jpg _P1,1079,1500,1501,1078,1,-1,,,
10000297.jpg _P1,1078.000464,1500,1502,1078.000464,10000297.jpg _P1,1078,1500,1502,1078,0,-2,,,
10000298.jpg _P1,1080,1499,1501.002998,1077.001857,10000298.jpg _P1,1080,1499,1501,1077,3,-2,,,
10000299.jpg _P1,1078,1500,1501.000333,1077.000464,10000299.jpg _P1,1078,1500,1501,1077,1,-1,,,
10000300.jpg _P1,1079.000463,1500.000333,1501.001332,1078.001855,10000300.jpg _P1,1079,1500,1501,1078,1,-1,,,
10000301.jpg _P1,1078.000464,1498.000334,1501.000333,1078.001855,10000301.jpg _P1,1078,1498,1501,1078,0,-3,,,
10000302.jpg _P1,1079.000463,1500,1501.000333,1078,10000302.jpg _P1,1079,1500,1501,1078,1,-1,,,
10000303.jpg _P1,1078,1499.001334,1502.001332,1078.004174,10000303.jpg _P1,1078,1499,1502,1078,0,-3,,,
10000304.jpg _P1,1079.001854,1499.000334,1502,1078.000464,10000304.jpg _P1,1079,1499,1502,1078,1,-3,,,
10000305.jpg _P1,1078.000464,1499,1501,1078.000464,10000305.jpg _P1,1078,1499,1501,1078,0,-2,,,
10000306.jpg _P1,1078.000464,1500.000333,1501,1077,10000306.jpg _P1,1078,1500,1501,1077,1,-1,,,
10000307.jpg _P1,1078,1499,1501.000333,1077.001857,10000307.jpg _P1,1078,1499,1501,1077,1,-2,,,
10000308.jpg _P1,1079.001854,1499.000334,1502,1078.000464,10000308.jpg _P1,1079,1499,1502,1078,1,-3,,,
10000309.jpg _P1,1078,1500.000333,1501.000333,1078.000464,10000309.jpg _P1,1078,1500,1501,1078,0,-1,,,
10000310.jpg _P1,1079,1499.001334,1501.002998,1078.001855,10000310.jpg _P1,1079,1499,1501,1078,1,-2,,,
10000311.jpg _P1,1079.000463,1500.000333,1501.002998,1077.001857,10000311.jpg _P1,1079,1500,1501,1077,2,-1,,,
10000312.jpg _P1,1078.004174,1499.003002,1501.002998,1078.000464,10000312.jpg _P1,1078,1499,1501,1078,0,-2,,,
10000313.jpg _P1,1078.001855,1499.001334,1502.000333,1077.000464,10000313.jpg _P1,1078,1499,1502,1077,1,-3,,,
10000314.jpg _P1,1079.000463,1500.000333,1501,1078,10000314.jpg _P1,1079,1500,1501,1078,1,-1,,,
10000315.jpg _P1,1078,1500,1501,1078.000464,10000315.jpg _P1,1078,1500,1501,1078,0,-1,,,
10000316.jpg _P1,1079.000463,1499.000334,1501,1078.000464,10000316.jpg _P1,1079,1499,1501,1078,1,-2,,,
10000317.jpg _P1,1078.001855,1500.001333,1502.000333,1077,10000317.jpg _P1,1078,1500,1502,1077,1,-2,,,
10000318.jpg _P1,1079.000463,1499.000334,1500.000333,1079,10000318.jpg _P1,1079,1499,1500,1079,0,-1,,,
10000319.jpg _P1,1078.000464,1499,1503.000333,1077.004178,10000319.jpg _P1,1078,1499,1503,1077,1,-4,,,
10000320.jpg _P1,1078,1499.000334,1501.000333,1078.001855,10000320.jpg _P1,1078,1499,1501,1078,0,-2,,,
10000321.jpg _P1,1079.000463,1500.001333,1502,1077.000464,10000321.jpg _P1,1079,1500,1502,1077,2,-2,,,
10000322.jpg _P1,1079.000463,1499.000334,1502.001332,1078.007421,10000322.jpg _P1,1079,1499,1502,1078,1,-3,,,
10000323.jpg _P1,1078,1499.001334,1503.001331,1078.007421,10000323.jpg _P1,1078,1499,1503,1078,0,-4,,,
10000324.jpg _P1,1079.000463,1499.003002,1501.00533,1078.004174,10000324.jpg _P1,1079,1499,1501,1078,1,-2,,,
10000325.jpg _P1,1078.001855,1500.003,1502.005326,1077.007428,10000325.jpg _P1,1078,1500,1502,1077,1,-2,,,
10000326.jpg _P1,1078.004174,1499.008339,1501.008328,1078.011595,10000326.jpg _P1,1078,1499,1501,1078,0,-2,,,
10000327.jpg _P1,1077.000464,1500,1502,1077.000464,10000327.jpg _P1,1077,1500,1502,1077,0,-2,,,
10000328.jpg _P1,1079.000463,1500.001333,1502.002996,1078.004174,10000328.jpg _P1,1079,1500,1502,1078,1,-2,,,
10000329.jpg _P1,1078.000464,1498.003004,1501.002998,1078.007421,10000329.jpg _P1,1078,1498,1501,1078,0,-3,,,
10000330.jpg _P1,1079.001854,1499.001334,1501.00533,1077.007428,10000330.jpg _P1,1079,1499,1501,1077,2,-2,,,
10000331.jpg _P1,1077.000464,1499.000334,1501,1078.000464,10000331.jpg _P1,1077,1499,1501,1078,-1,-2,,,
10000332.jpg _P1,1079.000463,1500.000333,1501,1078,10000332.jpg _P1,1079,1500,1501,1078,1,-1,,,
10000333.jpg _P1,1078,1499.000334,1501.001332,1077.001857,10000333.jpg _P1,1078,1499,1501,1077,1,-2,,,
10000334.jpg _P1,1079.001854,1499.003002,1501.001332,1078,10000334.jpg _P1,1079,1499,1501,1078,1,-2,,,
10000335.jpg _P1,1078.001855,1499.000334,1502,1077.000464,10000335.jpg _P1,1078,1499,1502,1077,1,-3,,,
10000336.jpg _P1,1078.000464,1500.000333,1501.000333,1078,10000336.jpg _P1,1078,1500,1501,1078,0,-1,,,
10000337.jpg _P1,1078,1499.001334,1502.001332,1078.004174,10000337.jpg _P1,1078,1499,1502,1078,0,-3,,,
10000338.jpg _P1,1078.000464,1498.905024,1502.002996,1078.089942,10000338.jpg _P1,1078,1499,1502,1078,0,-3,,,
10000339.jpg _P1,1078.001855,1498.001335,1501.000333,1077.000464,10000339.jpg _P1,1078,1498,1501,1077,1,-3,,,
10000340.jpg _P1,1079.001854,1499.003002,1502.005326,1078.011595,10000340.jpg _P1,1079,1499,1502,1078,1,-3,,,
10000341.jpg _P1,1078.001855,1500.001333,1501.000333,1077.000464,10000341.jpg _P1,1078,1500,1501,1077,1,-1,,,
10000342.jpg _P1,1079.000463,1499.000334,1501,1078.000464,10000342.jpg _P1,1079,1499,1501,1078,1,-2,,,
10000343.jpg _P1,1078,1499.000334,1502.001332,1077.004178,10000343.jpg _P1,1078,1499,1502,1077,1,-3,,,
10000344.jpg _P1,1078,1499.000334,1501.000333,1078.001855,10000344.jpg _P1,1078,1499,1501,1078,0,-2,,,
10000345.jpg _P1,1078.000464,1499.001334,1501.002998,1077.004178,10000345.jpg _P1,1078,1499,1501,1077,1,-2,,,
10000346.jpg _P1,1078.000464,1498.003004,1502.002996,1078.011595,10000346.jpg _P1,1078,1498,1502,1078,0,-4,,,
10000347.jpg _P1,1078.000464,1499.001334,1502.002996,1077.007428,10000347.jpg _P1,1078,1499,1502,1077,1,-3,,,
10000348.jpg _P1,1079.000463,1499.003002,1501.00533,1078.004174,10000348.jpg _P1,1079,1499,1501,1078,1,-2,,,
10000349.jpg _P1,1078,1500,1502.000333,1077.001857,10000349.jpg _P1,1078,1500,1502,1077,1,-2,,,
10000350.jpg _P1,1079.001854,1499.003002,1501.001332,1078,10000350.jpg _P1,1079,1499,1501,1078,1,-2,,,
10000351.jpg _P1,1078.000464,1499.001334,1502.002996,1077.007428,10000351.jpg _P1,1078,1499,1502,1077,1,-3,,,
10000352.jpg _P1,1079.000463,1500.001333,1502,1077.000464,10000352.jpg _P1,1079,1500,1502,1077,2,-2,,,
10000353.jpg _P1,1079.000463,1499.001334,1501.00533,1077.004178,10000353.jpg _P1,1079,1499,1501,1077,2,-2,,,
10000354.jpg _P1,1079.001854,1500.003,1501.00533,1078.004174,10000354.jpg _P1,1079,1500,1501,1078,1,-1,,,
10000355.jpg _P1,1078.000464,1499.000334,1501,1077.000464,10000355.jpg _P1,1078,1499,1501,1077,1,-2,,,
10000356.jpg _P1,1079.004171,1498.008344,1502.011984,1078.022727,10000356.jpg _P1,1079,1498,1502,1078,1,-4,,,
10000357.jpg _P1,1078.000464,1498,1502.000333,1077.004178,10000357.jpg _P1,1078,1498,1502,1077,1,-4,,,
10000358.jpg _P1,1079.000463,1499,1501.000333,1078.000464,10000358.jpg _P1,1079,1499,1501,1078,1,-2,,,
10000359.jpg _P1,1077.001857,1499.005337,1501.00533,1077.007428,10000359.jpg _P1,1077,1499,1501,1077,0,-2,,,
10000360.jpg _P1,1078.004174,1499.008339,1501.008328,1078.011595,10000360.jpg _P1,1078,1499,1501,1078,0,-2,,,
10000361.jpg _P1,1077.001857,1499.008339,1502.008322,1077.011606,10000361.jpg _P1,1077,1499,1502,1077,0,-3,,,
10000362.jpg _P1,1079,1499.000334,1502.002996,1077.004178,10000362.jpg _P1,1079,1499,1502,1077,2,-3,,,
10000363.jpg _P1,1078,1500.000333,1501,1077.000464,10000363.jpg _P1,1078,1500,1501,1077,1,-1,,,
10000364.jpg _P1,1079.004171,1499.008339,1501.011992,1078.011595,10000364.jpg _P1,1079,1499,1501,1078,1,-2,,,
10000365.jpg _P1,1078,1499,1500.000333,1077.000464,10000365.jpg _P1,1078,1499,1500,1077,1,-1,,,
10000366.jpg _P1,1078.000464,1499.003002,1502.005326,1077.007428,10000366.jpg _P1,1078,1499,1502,1077,1,-3,,,
10000367.jpg _P1,1078.000464,1498.003004,1501.002998,1078.007421,10000367.jpg _P1,1078,1498,1501,1078,0,-3,,,
10000368.jpg _P1,1078.000464,1500.003,1501.002998,1078.001855,10000368.jpg _P1,1078,1500,1501,1078,0,-1,,,
10000369.jpg _P1,1078.000464,1499.001334,1502.001332,1078.007421,10000369.jpg _P1,1078,1499,1502,1078,0,-3,,,
10000370.jpg _P1,1078.000464,1499,1501,1078.000464,10000370.jpg _P1,1078,1499,1501,1078,0,-2,,,
10000371.jpg _P1,1077.001857,1499.003002,1501.001332,1078.007421,10000371.jpg _P1,1077,1499,1501,1078,-1,-2,,,
10000372.jpg _P1,1079.001854,1499.003002,1502.005326,1078.011595,10000372.jpg _P1,1079,1499,1502,1078,1,-3,,,
10000373.jpg _P1,1078.000464,1500.000333,1502,1077.000464,10000373.jpg _P1,1078,1500,1502,1077,1,-2,,,
10000374.jpg _P1,1079,1499,1501.000333,1078.001855,10000374.jpg _P1,1079,1499,1501,1078,1,-2,,,
10000375.jpg _P1,1078,1500.000333,1502.000333,1078.001855,10000375.jpg _P1,1078,1500,1502,1078,0,-2,,,
10000376.jpg _P1,1079,1499,1501.001332,1077.001857,10000376.jpg _P1,1079,1499,1501,1077,2,-2,,,
10000377.jpg _P1,1079.004171,1499.005337,1501.008328,1078.011595,10000377.jpg _P1,1079,1499,1501,1078,1,-2,,,
10000378.jpg _P1,1078,1498.000334,1501.000333,1078.004174,10000378.jpg _P1,1078,1498,1501,1078,0,-3,,,
10000379.jpg _P1,1079.000463,1500.000333,1501,1078,10000379.jpg _P1,1079,1500,1501,1078,1,-1,,,
10000380.jpg _P1,1078.000464,1499.000334,1502.000333,1078.001855,10000380.jpg _P1,1078,1499,1502,1078,0,-3,,,
10000381.jpg _P1,1078.001855,1499.001334,1501.000333,1077,10000381.jpg _P1,1078,1499,1501,1077,1,-2,,,
10000382.jpg _P1,1079,1499.000334,1501.000333,1077.001857,10000382.jpg _P1,1079,1499,1501,1077,2,-2,,,
10000383.jpg _P1,1078.001855,1499.001334,1502.001332,1078.000464,10000383.jpg _P1,1078,1499,1502,1078,0,-3,,,
10000384.jpg _P1,1078.000464,1499.000334,1501,1077.000464,10000384.jpg _P1,1078,1499,1501,1077,1,-2,,,
10000385.jpg _P1,1078.000464,1499.003002,1502.002996,1078.007421,10000385.jpg _P1,1078,1499,1502,1078,0,-3,,,
10000386.jpg _P1,1078.001855,1499.005337,1501.00533,1078.007421,10000386.jpg _P1,1078,1499,1501,1078,0,-2,,,
10000387.jpg _P1,1078.000464,1499.000334,1501,1077.000464,10000387.jpg _P1,1078,1499,1501,1077,1,-2,,,
10000388.jpg _P1,1078,1498.000334,1501.000333,1078.004174,10000388.jpg _P1,1078,1498,1501,1078,0,-3,,,
10000389.jpg _P1,1078,1499,1501.000333,1077.001857,10000389.jpg _P1,1078,1499,1501,1077,1,-2,,,
10000390.jpg _P1,1079.000463,1498.000334,1501,1078.001855,10000390.jpg _P1,1079,1498,1501,1078,1,-3,,,
10000391.jpg _P1,1078.001855,1499.001334,1501.000333,1077,10000391.jpg _P1,1078,1499,1501,1077,1,-2,,,
10000392.jpg _P1,1078.001855,1499.003002,1500.003,1078.004174,10000392.jpg _P1,1078,1499,1500,1078,0,-1,,,
10000393.jpg _P1,1078,1499.000334,1501.000333,1078.001855,10000393.jpg _P1,1078,1499,1501,1078,0,-2,,,
10000394.jpg _P1,1079.001854,1499.001334,1502.000333,1078.000464,10000394.jpg _P1,1079,1499,1502,1078,1,-3,,,
10000395.jpg _P1,1078.000464,1499.001334,1502.002996,1077.007428,10000395.jpg _P1,1078,1499,1502,1077,1,-3,,,
10000396.jpg _P1,1079,1499.001334,1501.001332,1079.001854,10000396.jpg _P1,1079,1499,1501,1079,0,-2,,,
10000397.jpg _P1,1078.001855,1499.001334,1501.000333,1077,10000397.jpg _P1,1078,1499,1501,1077,1,-2,,,
10000398.jpg _P1,1079.000463,1498,1501.000333,1078.001855,10000398.jpg _P1,1079,1498,1501,1078,1,-3,,,
10000399.jpg _P1,1078,1500,1500,1078,10000399.jpg _P1,1078,1500,1500,1078,0,0,,,
10000400.jpg _P1,1078,1500.000333,1502.000333,1078.001855,10000400.jpg _P1,1078,1500,1502,1078,0,-2,,,
10000401.jpg _P1,1078,1500,1501,1078.000464,10000401.jpg _P1,1078,1500,1501,1078,0,-1,,,
10000402.jpg _P1,1079,1499.000334,1502.001332,1078.004174,10000402.jpg _P1,1079,1499,1502,1078,1,-3,,,
10000403.jpg _P1,1079.000463,1499,1502.000333,1078.001855,10000403.jpg _P1,1079,1499,1502,1078,1,-3,,,
10000404.jpg _P1,1078.000464,1499.000334,1501,1077.000464,10000404.jpg _P1,1078,1499,1501,1077,1,-2,,,
10000405.jpg _P1,1079,1501,1502.001332,1077.000464,10000405.jpg _P1,1079,1501,1502,1077,2,-1,,,
10000406.jpg _P1,1078,1500,1500.000333,1077,10000406.jpg _P1,1078,1500,1500,1077,1,0,,,
10000407.jpg _P1,1079.001854,1498.003004,1502.000333,1077.001857,10000407.jpg _P1,1079,1498,1502,1077,2,-4,,,
10000408.jpg _P1,1078.001855,1499.003002,1501.00533,1077.007428,10000408.jpg _P1,1078,1499,1501,1077,1,-2,,,
10000409.jpg _P1,1079.000463,1499.001334,1500.003,1078.001855,10000409.jpg _P1,1079,1499,1500,1078,1,-1,,,
10000410.jpg _P1,1078.001855,1500.003,1500.005333,1077.001857,10000410.jpg _P1,1078,1500,1500,1077,1,0,,,
10000411.jpg _P1,1079.001854,1499.001334,1501.000333,1078,10000411.jpg _P1,1079,1499,1501,1078,1,-2,,,
10000412.jpg _P1,1078.001855,1499.001334,1501.002998,1077.007428,10000412.jpg _P1,1078,1499,1501,1077,1,-2,,,
10000413.jpg _P1,1078.000464,1499,1501,1078.000464,10000413.jpg _P1,1078,1499,1501,1078,0,-2,,,
10000414.jpg _P1,1078,1499,1501.000333,1077.001857,10000414.jpg _P1,1078,1499,1501,1077,1,-2,,,
10000415.jpg _P1,1079,1500,1501.000333,1078.000464,10000415.jpg _P1,1079,1500,1501,1078,1,-1,,,
10000416.jpg _P1,1078,1498.000334,1502.001332,1077.007428,10000416.jpg _P1,1078,1498,1502,1077,1,-4,,,
10000417.jpg _P1,1078,1500.000333,1501,1077.000464,10000417.jpg _P1,1078,1500,1501,1077,1,-1,,,
10000418.jpg _P1,1078,1500.000333,1501.000333,1078.000464,10000418.jpg _P1,1078,1500,1501,1078,0,-1,,,
10000419.jpg _P1,1079,1499.000334,1501.001332,1078.001855,10000419.jpg _P1,1079,1499,1501,1078,1,-2,,,
10000420.jpg _P1,1078.000464,1499.001334,1501.002998,1077.004178,10000420.jpg _P1,1078,1499,1501,1077,1,-2,,,
10000421.jpg _P1,1079.000463,1500.001333,1502.002996,1078.004174,10000421.jpg _P1,1079,1500,1502,1078,1,-2,,,
10000422.jpg _P1,1078,1500.000333,1501.000333,1078.000464,10000422.jpg _P1,1078,1500,1501,1078,0,-1,,,
10000423.jpg _P1,1078,1499,1501,1078.001855,10000423.jpg _P1,1078,1499,1501,1078,0,-2,,,
10000424.jpg _P1,1078.001855,1500.005333,1502.005326,1078.007421,10000424.jpg _P1,1078,1500,1502,1078,0,-2,,,
10000425.jpg _P1,1078.000464,1498.001335,1501.001332,1078.007421,10000425.jpg _P1,1078,1498,1501,1078,0,-3,,,
10000426.jpg _P1,1078.000464,1499.001334,1502.002996,1077.007428,10000426.jpg _P1,1078,1499,1502,1077,1,-3,,,
10000427.jpg _P1,1078.004174,1500.005333,1501.002998,1077.001857,10000427.jpg _P1,1078,1500,1501,1077,1,-1,,,
10000428.jpg _P1,1079.000463,1500,1501.001332,1077.001857,10000428.jpg _P1,1079,1500,1501,1077,2,-1,,,
10000429.jpg _P1,1078,1499.000334,1500.000333,1078.000464,10000429.jpg _P1,1078,1499,1500,1078,0,-1,,,
10000430.jpg _P1,1079.000463,1499.000334,1501.000333,1077.000464,10000430.jpg _P1,1079,1499,1501,1077,2,-2,,,
10000431.jpg _P1,1079.000463,1499.000334,1501,1078.000464,10000431.jpg _P1,1079,1499,1501,1078,1,-2,,,
10000432.jpg _P1,1078.001855,1498.000334,1502,1077.001857,10000432.jpg _P1,1078,1498,1502,1077,1,-4,,,
10000433.jpg _P1,1079,1499.000334,1501.000333,1077.001857,10000433.jpg _P1,1079,1499,1501,1077,2,-2,,,
10000434.jpg _P1,1078.001855,1499.001334,1502.001332,1078.000464,10000434.jpg _P1,1078,1499,1502,1078,0,-3,,,
10000435.jpg _P1,1079.000463,1499.000334,1501.001332,1078.004174,10000435.jpg _P1,1079,1499,1501,1078,1,-2,,,
10000436.jpg _P1,1079,1500.000333,1501.000333,1077.000464,10000436.jpg _P1,1079,1500,1501,1077,2,-1,,,
10000437.jpg _P1,1079,1499.000334,1501.001332,1078.001855,10000437.jpg _P1,1079,1499,1501,1078,1,-2,,,
10000438.jpg _P1,1078.001855,1499.000334,1501.000333,1078,10000438.jpg _P1,1078,1499,1501,1078,0,-2,,,
10000439.jpg _P1,1079.000463,1500.000333,1501,1078,10000439.jpg _P1,1079,1500,1501,1078,1,-1,,,
10000440.jpg _P1,1078.001855,1499.005337,1501.008328,1077.007428,10000440.jpg _P1,1078,1499,1501,1077,1,-2,,,
10000441.jpg _P1,1079.004171,1500.005333,1501.008328,1078.007421,10000441.jpg _P1,1079,1500,1501,1078,1,-1,,,
10000442.jpg _P1,1078.000464,1499.000334,1501,1077.000464,10000442.jpg _P1,1078,1499,1501,1077,1,-2,,,
10000443.jpg _P1,1078,1500.000333,1501.000333,1078.000464,10000443.jpg _P1,1078,1500,1501,1078,0,-1,,,
10000444.jpg _P1,1078.000464,1499.000334,1501,1077.000464,10000444.jpg _P1,1078,1499,1501,1077,1,-2,,,
10000445.jpg _P1,1079.000463,1499.000334,1501.001332,1078.004174,10000445.jpg _P1,1079,1499,1501,1078,1,-2,,,
10000446.jpg _P1,1079,1499,1502.000333,1078.004174,10000446.jpg _P1,1079,1499,1502,1078,1,-3,,,
10000447.jpg _P1,1079,1499,1501.000333,1078.001855,10000447.jpg _P1,1079,1499,1501,1078,1,-2,,,
10000448.jpg _P1,1078.000464,1499.001334,1501.000333,1077.000464,10000448.jpg _P1,1078,1499,1501,1077,1,-2,,,
